win_x,win_y,row,col,top_left_lat,top_left_lon,bottom_right_lat,bottom_right_lon,commercial_value,commercial_rarity,fishing_value,fishing_rarity,oil_gas_value,oil_gas_rarity,passenger_value,passenger_rarity,leisure_value,leisure_rarity,global_value,global_rarity
599,151,241,568,-22.40111608478233,85.05388853131524,12.267603022686814,85.05388853131524,49.774000175683206,15.739584912275372,22.677488117967993,28.85230604901684,97.22298357062036,45.24197456707688,10.408862858587398,92.30812556318091,52.904106928593485,15.521203719332789,34.01747622408858,95.71251490442307
70,908,337,58,12.269203952570976,121.86309269074496,32.36341324066696,155.34225580232402,7.651479839352914,46.73326524192285,43.05466815459445,16.963259828246656,92.65160634970616,62.20613543236235,72.98786779563365,71.69418487551793,5.180510515652015,5.059580341090319,31.334162031993152,54.14334789461043
472,901,584,17,30.235873042839202,-66.02961202921698,30.235873042839202,6.170245759362672,30.817969021799474,89.45636570261328,38.07148796679184,54.77918867372337,61.18717214256995,98.09875340482522,21.677808741872695,1.209703508096338,26.898366808352325,70.31860929660917,21.25272674123888,32.36569378864599
600,38,73,214,61.34944363420502,102.06279563131272,61.34944363420502,102.06279563131272,0.17723861734066926,72.9926200311533,33.70467626448998,84.45396910017742,4.623877949911092,60.698097631788414,36.127977775776706,4.314219234714345,14.282821999226536,40.682636598905134,20.141924899158948,25.8862287503666
396,769,740,863,-0.4983485440729254,39.67670100131548,-0.4983485440729254,39.67670100131548,57.94142418856143,86.638637848033,88.1237571488412,49.69209115796922,54.53076203927011,22.52656311392648,3.3394411873771457,57.77235638242176,16.899495686744537,77.52238164461849,84.83146295444854,65.19277413041252
314,266,415,985,-19.436090885069376,102.26989670516787,-17.00247516955592,102.26989670516787,99.94782500995682,38.68930123267445,20.27374145751648,35.989838179209855,40.3640221272776,26.540702205610856,25.31015323052722,77.58022410682199,94.26869714721721,65.6781250572098,55.72909557924777,53.64655428613505
705,6,350,220,-64.0842238628313,-31.918542066120807,72.50428072575087,-31.918542066120807,59.009949752107126,49.9012664343811,16.365367219373272,92.71108372019316,54.47787254319155,19.74327919913096,84.90541600987214,14.143539593788912,79.40810408383966,42.817842614544986,23.608254721360645,34.297768534793725
486,893,329,205,54.86813369815002,89.12749091385842,54.86813369815002,89.12749091385842,61.007292881444485,89.51140528845674,7.600289463660703,13.384950842568976,4.017637325991696,77.68312448004555,53.35168440091274,90.2519508889671,36.86016775452947,98.45481823575733,79.71327359016564,11.478128003626352
551,262,364,391,38.40667297462079,-32.93671755685463,78.22937307665288,5.457156905275667,32.77266127280789,42.90137108455464,92.48601554759082,48.03191682350396,99.57622074271772,49.67997938457046,73.21300728357139,91.70180006124853,20.30247013231079,9.59132021362895,90.74154691647834,16.448986176079185
87,614,176,282,-16.438068458156636,-148.04712524899696,60.597328479679106,70.38390017079965,23.703254560280985,67.01677039030665,19.434630454148905,76.14111231660891,5.6958370419600834,11.359702115882353,20.758765357731225,79.21972717942126,92.70177832572092,4.8752528141438045,31.24883459973269,49.11717886703536
174,934,739,273,3.3178157896804947,18.20841052857986,3.3178157896804947,18.20841052857986,50.815657204011934,42.45907720084303,57.22679850530409,89.79232938584131,27.26799343332931,87.37175401284995,19.617801879767494,64.85033646440927,60.854016945203526,33.109191961358405,76.934110606401,64.67925704981266
600,331,416,708,29.732911994139982,-16.441658500087584,29.732911994139982,-16.441658500087584,89.97861669773904,70.80064803052764,37.371781933671336,92.77803906599385,7.2124028937997515,39.569732100773905,58.382668396485634,36.73265817225503,91.6754643623703,96.33018522916808,91.20810186897256,92.87847349615713
849,370,270,555,-60.3349938274432,-88.96324060743223,35.57463867278476,21.318545799086507,0.9751104114700926,61.32248157403603,55.529975073401516,11.200466588415846,54.76111060042707,60.96101623657805,19.200178945783364,9.26453205363833,71.22454429399689,1.3309425134062636,82.11778048919358,42.923948263175426
677,341,573,431,-85.10439700657436,141.16080058803686,29.674345628934006,141.16080058803686,56.96508422418475,44.16034931874343,64.25663387203791,54.05448864929129,35.18182965541563,97.4617135912735,19.772297659509498,93.89586997582418,18.910954878355668,6.014761355215015,8.028142149539653,5.135363007594607
537,382,343,734,-32.84933414639662,-42.17281000703957,-32.84933414639662,-29.436448907491894,42.85110712703185,54.90219980298971,84.00770297768483,21.15255459458113,37.529984285271624,58.36017861484225,9.922083474821775,28.433018879618267,26.76793527657123,90.10588654288374,25.909064057593,18.111677843498185
845,370,416,125,17.205303534509355,-165.9145998843787,17.205303534509355,-8.721752779057823,62.11793059939905,59.81488937377232,50.72630329555733,17.716864038822735,78.91675208579389,50.8080802789792,75.95588918074641,18.29032137564466,30.978290462320736,88.93517073904333,91.42850388527948,36.50641284219836
72,690,312,348,-2.410903569337435,-42.43113352706749,-2.410903569337435,-42.43113352706749,83.99580262080151,87.90582026047919,32.72407115393858,86.55977532013993,90.40201155693187,90.78337853392415,8.8180677737423,94.80285196135469,44.08948333621194,82.92448922396632,12.047663582386825,23.727446369103067
777,819,412,505,34.65983283536288,-27.176469155866897,34.65983283536288,111.18028439377929,44.904391262661825,67.68711887458937,18.107992370685476,36.90736047170829,16.56969831158642,89.5472410880163,88.89768774649768,59.69717311555047,18.60410324814542,68.66805109818289,91.306290916022,29.589687141633913
916,258,171,840,57.54416500341634,130.18958034989754,57.54416500341634,130.18958034989754,21.768278162070565,71.37544731778374,60.6817021438821,10.60636121594688,27.8976940059957,45.58375977622314,87.05535407397618,95.4902440518144,17.544510543550697,92.581709312111,51.56739030415426,50.74434005557206
115,332,97,698,-2.0803559885503375,107.70595491781569,14.83411760380443,107.70595491781569,37.66069869311608,96.99265919173938,13.20043883479326,21.825413429688233,47.272862019658476,68.25642421992005,16.126186369678862,82.95496706238839,7.011595751764288,64.96641060006259,89.1458507158017,80.36826662107465
976,669,178,795,-65.83193573079153,-108.01202907314726,-53.77872768774501,179.984380592781,15.055137165084354,6.766175696875143,85.5807152306629,38.0909550557383,11.288167014198825,67.78072977712924,96.73941403563582,29.098099657467213,19.93259903496305,33.036089212257146,18.66538806485254,0.11125009987289491
755,521,814,6,63.11303996381386,122.05052134519349,63.11303996381386,122.05052134519349,8.48992142108389,18.761356341794,2.7789487979944516,64.96511366112048,38.65380820516027,29.645406728975544,34.09277701958984,66.59319799608515,37.43161741298467,92.3917590723634,89.59587620412483,64.3212634713204
709,627,108,903,13.498258909340592,-90.74619782868052,13.498258909340592,17.298866367615773,37.58763494031635,31.81222930830262,84.52998423285716,62.422679789041744,30.208804561488446,16.32850267214332,88.8996863342817,60.77674334492453,74.22591873242415,13.665612929063887,0.9660457597822192,49.93877352081773
847,968,840,693,43.188746540916725,-56.90370666085451,43.188746540916725,106.23886025699238,62.56985496114685,94.60673436570872,21.92466218671657,92.45007942191789,92.19763370334326,56.87938174641619,7.2274533399889425,39.7475306408664,62.40828593485872,78.59652653560502,11.394520328991376,11.330801935480771
431,389,421,887,36.839637649492474,-152.3453565681031,36.839637649492474,178.87768368171902,26.28353360875504,22.855502576036592,48.78578440359676,31.52938469612392,19.853412043549778,3.6075536306646727,14.377107202164963,54.20635621847273,40.35354422566553,1.1773823089680113,73.32070458071527,23.76333999022281
448,628,632,504,84.27811883962352,-160.07172727162902,84.27811883962352,-111.28525889372845,91.56841594691943,56.50945727783936,73.05207028727449,39.711027352524574,72.12113980733807,82.28942987899241,44.13958707066089,52.79000740864237,71.11983691433996,36.85749221709238,94.52379400406636,70.20668060757131
850,181,2,26,-36.84468197955349,65.10964349200947,88.70761940357107,104.9014939527994,68.89512994530017,11.776113047139713,78.41668388952904,28.30756663452093,21.589320875345543,76.06270000038967,4.767202665257009,6.4822891867848735,22.58243475381513,97.8544832753648,21.696547815446042,89.44637382341747
99,235,785,635,36.95521910026716,152.4027904278239,36.95521910026716,152.4027904278239,68.63134531018993,27.06672037455027,40.1779789292627,11.659723707897873,62.565837876205876,70.88324896785988,26.95136551154488,17.956225399329384,33.89777030433415,11.49305138329918,75.8705257263812,90.18942776504963
984,193,143,715,-24.17826003733471,-2.5139324743816758,-24.17826003733471,83.2437665946976,69.1710685256638,27.610971471285072,49.94547588657012,96.09691424883493,58.19907281404807,92.81548359608536,59.88365155628974,54.55674066953825,54.80218102192392,63.332842079353256,16.1329133079094,35.64784970146212
177,811,707,805,-18.82607023464449,123.87373630508989,57.85925347783919,123.87373630508989,0.16844982284425214,70.84662629270238,2.957265812830301,9.604528219601416,45.87242927095082,95.79903410896799,13.162891996552805,4.350310088370135,49.26883406577557,89.56052835457884,35.86555288174282,59.822251160451565
755,591,341,93,-48.49296540143013,105.7504498893552,-12.32321018731487,179.39881540729488,81.3006753415901,10.882908193670515,34.40260592129478,47.27738072861688,81.69073021819278,46.72163598942125,12.446804237521803,81.013718016138,78.30713541884423,24.90486666359969,30.73669555496248,40.27900174045489
797,62,496,433,-28.0781683828463,59.28434041727854,-28.0781683828463,59.28434041727854,91.76086279433801,75.69844940686346,26.15788478540556,57.0010121724514,22.271719437819005,67.48173515640124,40.11865799120755,39.23521620285138,22.786824256627813,19.92510139078204,87.29287720464347,43.14503766894562
659,332,754,532,80.69341529848737,172.16241520240027,80.69341529848737,172.16241520240027,1.9397983736088364,30.35461858281844,39.00690741103329,70.02072639956228,47.72802240249065,97.4575391688723,10.312033743059445,7.5613478048779275,86.42977072836248,78.38384846614575,77.83571636364226,17.606885528158045
147,559,93,477,-37.33724754943183,108.78765151549896,-37.33724754943183,108.78765151549896,59.82939903852375,73.34704221276806,30.08933703196306,27.207083262969434,98.24176014231915,85.34524361235253,65.28411296965876,84.13630435914182,81.57216180642227,16.796211776930715,39.98763009913168,54.74373698262709
910,588,869,887,-45.721690927814386,-81.05601808286589,-14.979285471684705,24.759690587570446,67.65757701274786,36.65611154142516,15.973980365010066,51.60697779776896,18.3261789288234,65.41373486793618,79.04256105147233,6.859415651737855,40.000959772124965,86.9808908205441,8.73664149854937,25.87190799183049
423,661,120,440,14.96483612528796,104.04512863959889,14.96483612528796,104.04512863959889,19.624258094934135,42.64010587208838,94.17303183978338,38.76495901089933,54.543245484037136,43.949162937202644,47.3839177725075,16.85299389271743,87.3840306592588,64.34597096623959,98.36826057569871,72.03431865016358
288,120,662,957,-43.55352778648417,69.35819266220528,25.71371055130311,91.26901253750322,83.82112629992908,12.5830759903792,42.92788343518219,9.695807609048778,29.310578330847147,74.25466264308275,6.530432758790317,76.6663765774091,63.551524619369104,87.01918224331749,91.76791789517638,97.06083232379623
961,786,210,439,-4.7905693930268995,-36.17263921091339,-4.7905693930268995,-2.337641360698939,62.58314142890883,10.684190956922368,63.78027120433184,12.0507503961639,12.380605950108436,5.848812332782094,61.230719156257194,93.36589156485074,55.05212837523169,98.07405828732607,37.00512299862873,28.110745419238203
265,345,519,732,60.15172618012264,-152.3529107182386,60.15172618012264,-51.64757098538959,22.505507332950426,54.18418404493104,92.6761136197114,40.36816062633286,85.15929808925421,2.318130985007183,23.98344739220861,3.459105580141575,58.709818834614104,66.858332726236,63.244234974292546,52.78148482438223
697,525,823,151,-48.5279434247084,-102.83056933748412,-48.5279434247084,97.33531906889937,96.71901167175533,63.70701534375911,57.24738148502333,0.3524075779978264,57.76788415716317,75.36172680069535,38.00347837906247,6.049778785416948,51.44872984531137,89.23952419748252,12.567925544214642,71.72413697997945
639,222,177,697,-13.195545806894387,107.00564099160778,0.08014925485107938,107.00564099160778,21.586562467402015,9.21306703278313,12.699916504992181,2.4970328686211296,57.88292635102961,12.952377110789348,19.27795958451628,48.26274288313134,64.7451289442173,68.86939176120343,50.27135900057903,72.19218571947249
544,604,26,649,19.888152303605736,-90.5452962710223,52.053160872736754,43.989217016549816,67.85878069331915,13.943224378839748,78.85813568575684,5.326454152523263,54.533473726467655,81.18856657503053,64.04768667600277,41.988345395517534,43.47154811612902,5.101221930553401,33.049131472273366,65.3230859699182
543,236,760,640,8.213206423227376,179.2288738884053,8.213206423227376,179.2288738884053,47.38897788599233,3.2442751023467498,77.46640719739631,76.540206276886,18.44681068201751,39.44667825224614,81.89259644234187,96.34074757537991,45.36817229053053,6.246318378192372,67.5177112376878,26.481127809835648
714,105,644,614,85.4501827347427,69.83573039587606,85.4501827347427,69.83573039587606,72.32848225591391,16.24086978618533,40.460974049830966,88.93977289762243,56.863316558617505,95.15194868375293,85.8543053591017,44.74293453006768,22.806944940484986,19.41259717198355,34.772091728344535,55.59532867808616
244,213,109,403,32.46664579113511,-8.199906941661169,32.46664579113511,-8.199906941661169,9.775912392053465,22.257752087383142,53.939362470151494,90.42670974229603,9.138901443541513,6.39844335824743,77.18086713544105,71.03074873487157,51.196016879984995,58.7406192840075,4.307890158317562,71.46590459966934
151,518,89,455,43.19032356871918,25.35720847629375,43.19032356871918,25.35720847629375,95.25452555333543,69.07030954530315,42.48860046694111,0.8123047091950553,68.26418704197971,50.28864149288063,54.66074850484151,35.03984040879713,30.3903019842924,47.544267307330536,30.90931853266602,49.95697954755547
675,612,26,50,84.05207063401198,39.91418047491703,84.05207063401198,107.08989964077199,20.448903080791148,6.521464721662573,22.42444538698284,65.41857888305913,5.145716805952549,26.980628649722437,55.582483998372446,18.426557049690352,35.63613264782101,66.20874301377012,10.963419591784263,90.77714195408186
510,560,700,550,-15.401155458866214,168.8201352117444,-15.401155458866214,168.8201352117444,22.03839392367527,68.74065091367177,76.29217108076793,28.642515889235675,18.91511169716894,10.108622912839316,20.300323146955268,68.95660742792514,10.384842420917295,30.88832293922037,97.6782423761467,74.97654618337212
459,552,243,963,-26.031633289010784,-121.77316993265299,-0.8073445540918129,160.6179108727555,55.40285354922339,40.54284736618601,74.44350262996592,6.987947985329335,29.421779709416484,54.11429935998462,1.5195031449017016,45.52643711126565,57.34500848586189,3.9539376968631523,79.75177162212067,93.08904059320479
882,922,623,764,-82.10476264205114,-81.93751104212835,49.32952665201631,17.234675950204576,34.9733263420871,14.295372332381318,64.70558919140595,10.375645593905148,27.893121765987907,0.6285611084429932,55.9249921523088,56.92433255743683,97.90812928656491,39.305549243440154,95.68743636021605,56.59883279968596
183,158,595,414,-56.84322482661111,75.4527772696477,-56.84322482661111,75.4527772696477,44.212968565121955,98.23291732815804,45.564049055385716,6.673307135339346,81.21022889603225,21.022065413900147,69.76543134432121,80.46552561699968,27.01225969201576,24.43766585387791,46.99820452771329,7.445605611381656
28,389,590,549,-47.30586623069834,-93.6511260683164,-47.30586623069834,95.71870969176092,3.7098496526235536,50.426902208294614,46.480603267866016,55.026758262545485,28.775064460174903,45.18048806925231,39.60225157209191,35.343882114418044,88.58286031353617,34.94434173774524,46.52310000560522,88.62375637272561
802,143,658,952,-56.96919592715907,133.6669783927381,72.90825635506684,133.6669783927381,23.488444520062746,29.418427752976093,29.84438484276204,30.687566409158773,7.39579021218807,34.61686127110476,64.29243453773303,49.25192414442677,2.006494798908731,94.85246377522957,26.304561594654498,86.4706084970004
128,959,121,894,45.8611007753816,-55.2476967630773,45.8611007753816,115.4460095861711,77.35331167418869,5.550517143877077,26.572459055223618,16.62771598986015,6.798269358489328,86.31708268399336,32.49952105037072,50.68537387009609,43.50402314360613,93.83937768780018,17.52661309820338,20.71252908671928
128,485,608,645,6.458936629700105,-114.89781603030512,42.583205347599886,60.4794513680703,90.22151540254663,31.4321644093269,84.89713968220119,14.54761419338988,14.941351938493842,28.59004172280699,35.2909686709374,6.828588789263579,86.08886347822639,30.905845886202766,17.15791234608458,22.799450608437933
932,37,347,59,30.17408426252412,-162.85652609406534,61.91435297016724,-17.29835626697445,23.347744293836183,61.245623129208305,85.93742224137986,83.94109332879724,39.419190046242356,32.213345785552264,37.92679821869085,68.75126711572285,30.213466988783612,28.667766364877224,41.59104193107971,55.32955973402303
53,571,804,976,57.68318895108726,34.414214514461975,57.68318895108726,34.414214514461975,77.33489997148367,24.57729118875426,1.5344877949039715,2.255074669325041,19.681423373603558,91.07459128410548,84.63664725425286,44.387777763200006,16.934767381933202,18.239693611061025,72.87373337460907,5.203167729561697
901,625,358,474,-48.46069056853896,117.1015882396386,-2.0870101453565155,117.1015882396386,2.894669307941611,56.92414509599115,71.96063468648528,49.525735053998055,23.50223594874977,17.14652209802535,20.355135313287732,59.91637822378176,65.88502940947247,93.01512355502793,67.64179985157523,11.857330522942778
550,95,404,445,-31.333690832130152,-81.43447998643515,10.12632328500844,-69.14294903686826,4.472428005702033,27.827812639555205,32.992211369913136,7.274137973193817,18.39756554953268,62.457999114755125,96.78738448655878,88.69557415936559,94.96467372856536,23.186617153469392,83.31383600936685,34.39371128174309
488,352,383,799,37.50484806658743,150.3142150531753,39.06323440778533,150.3142150531753,39.300921838654254,4.445442741552707,91.93473436971172,14.595279476685597,29.873539721452048,39.587402164141636,26.027519324993374,26.223226871454465,62.830345303998044,41.99168768004882,82.15008461989338,52.75203284043888
756,496,492,966,-19.30338973719489,92.78433724248174,-19.30338973719489,92.78433724248174,14.79111457346507,41.31662619022365,24.212015317306534,46.529396366189516,50.4858728623104,6.513968366284651,49.06756514024063,67.36873047792545,9.03075361373774,69.6333697524927,19.169034006127404,94.75573126468691
273,208,387,345,-84.73123078181206,-157.9317543004375,-72.8697155909429,-98.71203171942709,16.61385686436888,35.66202877101858,33.54031390498091,20.68979161304785,97.13470716842646,79.69140030261372,25.669876812326397,55.75799613548369,74.90908725278696,73.95357306672442,96.96987166557334,59.895224889661
335,288,658,203,-11.708060575161966,26.147878802909958,-11.708060575161966,73.31313898511624,62.73970248168016,24.58901595699735,74.73360944969714,63.66946514625068,79.19904418762827,99.81086029378815,47.743106440797675,54.10710072637177,0.5935057952418665,99.26829331092819,60.01646394513686,8.89405541178051
388,62,205,657,73.48915555477456,24.27873851709566,85.30253244763264,24.27873851709566,85.81642688718121,52.8971831559372,7.409936006876505,37.89830413110945,17.252070346015437,42.24560351089097,39.926648250927514,93.64845492519441,54.18630366692918,13.625264916967495,80.28227294657998,59.595837388967496
617,394,51,31,-16.37612791328256,-107.14597022304712,-16.37612791328256,-107.14597022304712,77.89672417730516,38.962282432220455,70.80390468155599,78.44797386810023,80.28506904108322,59.82991855889276,37.47792532617991,35.90887615835455,84.9123691470037,40.12613851404374,33.379135216266945,60.10351355728447
42,396,561,671,-30.195195040305535,-59.564023680340256,38.09148074084686,121.96702022399018,33.64938083574237,94.99454677980209,67.46788236766706,65.78946323998183,71.00930298974862,83.7106258979141,29.951391853773014,6.832994101955492,42.97568402076717,56.58130951791897,30.23606540227015,89.87206257145883
442,605,543,84,88.11451493010489,-15.019598309845577,88.11451493010489,-15.019598309845577,87.52159670234087,62.12291234152575,30.402164588958957,97.79149111649892,90.57984098984114,78.57387828659019,2.197287162501571,34.22788919824144,21.960902136977246,81.19993870311274,7.827209428357618,25.720410937472636
543,832,481,90,25.994801562662374,-162.69198435452935,25.994801562662374,90.34504536581716,84.13459203660864,35.81541429287041,71.27693188239724,35.70363979504963,43.47067335244227,50.50523698834708,80.75780196418097,0.6135474444531219,87.69430510166121,34.59427876423769,45.51757973215913,52.95241647629202
888,413,658,39,-24.120355235187446,-126.08049265708037,40.00758801337409,154.59311735338804,52.42116968238286,21.433669344558236,90.29247042368763,44.61536416747168,86.70986825639548,28.418985444736744,45.10007521424041,82.26203907524472,15.461808224127571,90.3602689616643,84.03638384781753,29.55144846225646
257,346,268,757,-71.63648435451468,-120.95841992019886,-35.55781236354408,-120.95841992019886,47.58760626650278,66.51238586443668,80.39412207555995,66.819836205601,69.80902525277357,25.18589297807978,25.976065253667414,98.89343721195564,39.8086576939911,95.08354097895241,68.14023081071682,17.81324852402554
321,999,623,178,51.81290009035581,-43.47512839569927,51.81290009035581,21.480454752873783,5.8462418657126864,92.01287191483512,51.78423426461387,42.208169673005536,27.309257611294324,86.92546826322753,18.823437206125515,81.27905630056311,46.05055579813329,97.84424249689657,97.88224237620797,72.15095510146978
999,150,987,586,37.45348802779637,89.04868512356893,63.472069478353575,89.04868512356893,15.052506965642854,62.71131107238481,13.244550206714322,23.90568969408884,38.97761484897793,7.6750541486036,15.790810282358148,79.38126414859069,3.14678304902285,13.066022287445255,95.66750143792741,73.56186597191272
937,403,231,294,75.9448438647417,119.26931727501318,75.9448438647417,119.26931727501318,8.541319952824688,82.93922426438064,89.23392334821268,0.6677226361860855,83.84785896604684,59.03244588152512,94.90273364031785,64.52250714881784,52.50974071230563,16.431073447184154,41.613403976383644,82.78621146419528
57,389,866,580,-50.8903865949585,-121.37434343386602,-27.530908309371576,44.452802197687475,52.6772502073614,68.42286710979711,48.971807942851086,27.560589270155354,80.77122798086224,48.91326330359828,59.669480483437276,57.55136922795525,60.30924115473005,31.765482971583324,42.75183855907267,23.22858476871621
291,804,839,379,-69.31361700211824,90.68617296243713,23.876556607668135,90.68617296243713,67.66384962322589,94.71815045084811,40.78775292509511,86.4196621153182,24.55059727184039,49.17164179449571,26.242257918568455,56.77895598760509,41.57180823198144,41.965885486536926,71.92921567884983,52.022538466574176
870,595,606,551,40.333054753631444,61.455585019740965,40.333054753631444,61.455585019740965,61.878201044684936,40.72089061079942,54.775317856938585,58.9539109371334,83.62738906161135,80.48808791219234,26.124983635149622,40.532334056893816,3.510509869754974,99.76027499916042,15.532282327278857,45.056878978686555
119,127,813,127,-53.388748440234785,140.64746108899618,52.15669855672547,140.64746108899618,87.2885243630802,77.27252481591474,21.35476256875599,0.46501901375032295,94.57570719536153,15.20423897741302,99.34743752385027,17.330187548825826,11.030550219123036,77.22180787773404,86.92977145821264,85.42698020468276
779,484,720,207,-58.3013091978907,168.7648514202619,68.62317981762715,168.7648514202619,65.8702403938147,50.918596872177055,33.619115780060106,78.79273177119627,87.77694586274829,98.85224647041724,64.46836988337571,65.28508505036689,39.227100860703004,64.8029722326049,94.99166190571152,61.178255385486565
430,773,65,13,-32.43467962870702,-135.19418082842122,-32.43467962870702,145.9307413161602,82.97076910155714,4.9491467155628355,73.55055430439783,1.5611654854522428,38.12880277129903,31.45815229797918,16.32492837775098,2.5177671488690434,42.40113420840387,71.94686222445691,66.4813191008896,34.4044594719244
82,348,88,163,57.028525466118765,-150.957409888506,57.028525466118765,-134.89308610074204,14.042518457369368,1.326224025357714,56.3474382067065,95.31696437561403,54.11617955795399,82.60194076190565,79.68349610007253,23.175772850504963,91.33955226352884,35.16034941546133,11.124472551837894,94.49989430975053
91,460,272,486,7.11658891973353,107.90284642272337,67.75518562046864,129.84370824912799,17.164807461221855,42.51234650248071,76.22788552038206,51.380976991190806,84.59606423014996,16.66763258991397,43.6910031618852,0.4238635216243347,37.24801214317499,64.19541624683256,27.003770160860796,53.54647117108259
896,154,301,891,-81.74693608158942,-121.61848568909096,-81.74693608158942,-121.61848568909096,91.84122777180632,65.99743904892813,76.1964602041976,90.80919475542169,71.64004275445699,75.94004590076851,66.89053719891366,49.9174498472973,72.44615154964198,3.9267526043561096,37.17242781017012,83.29847051833896
398,753,383,395,-6.498958561322894,-109.95317126740552,64.03234717435592,-109.95317126740552,35.47046819793165,86.32725373864257,75.35793984909569,88.59257403805854,70.91049401281583,67.56483554369996,58.77796067519371,35.64367123074784,61.536444070697,27.58644595386739,84.55685191200749,14.293729146098034
611,83,219,359,33.11633004596554,137.5329321092977,33.11633004596554,167.8394924512201,21.699876674574416,3.2623159725967077,14.418861865248832,88.52667083553885,28.525146110424494,79.50708987561556,14.265577599900482,42.71189253411922,3.8461668023950346,98.37321164514454,36.65276747104347,34.353453473510754
565,908,165,331,6.906318924422834,158.02736295690897,6.906318924422834,158.02736295690897,91.20692352914247,94.18441013255288,65.0201451148775,37.58022186640558,61.080188994067555,99.91426727880106,12.324878299429542,57.334204376038635,46.014857153105005,55.21080745407705,64.43644647087356,73.40488918332686
908,998,434,822,13.041039268180072,-65.35035218772936,13.041039268180072,-65.35035218772936,97.01045243888319,88.47605119887776,48.01799250683584,18.587828536626294,5.446111574894696,68.33749030756802,75.53094048622084,7.605002793418247,67.25455997253357,76.3040806859063,90.17707256319069,56.37968972999654
